datetime,timestamp,temp,humidity,pressure,rain_analog,rain_detected,light_intensity,nh3,co,co2,alcohol,lpg,ch4,aqi
2024-05-06T00:01:00,1714933860,27.15,30.0,1011.1,99,False,10.0,2.0,126.0,0.6,1.1,262.1,266.7,159
2024-05-06T02:51:00,1714944060,25.2,30.0,1013.3,100,False,0.0,2.5,133.0,0.5,1.2,249.3,250.5,162
2024-05-06T04:18:00,1714949280,23.15,32.0,1012.5,99,False,2.0,2.6,124.0,0.4,1.0,250.0,253.7,158
2024-05-06T07:16:00,1714959960,25.200000000000003,35.0,1010.8,96,False,258.0,3.2,141.0,0.5,1.1,270.9,272.0,185
2024-05-06T09:25:00,1714967700,29.2,43.0,1011.7,96,False,307.0,3.4,141.0,0.5,1.0,277.4,278.8,201
2024-05-06T12:49:00,1714979940,35.2,38.0,1009.7,99,False,388.0,2.4,127.0,0.6,0.9,269.8,266.6,164
2024-05-06T14:08:00,1714984680,39.2,30.0,1008.1,95,False,323.0,1.8,118.0,0.4,1.0,243.4,239.2,141
2024-05-06T16:19:00,1714992540,36.8,38.0,1006.2,97,False,279.0,3.1,131.0,0.5,1.4,269.3,271.4,185
2024-05-06T19:04:00,1715002440,33.15,35.0,1008.6,98,False,74.0,2.3,138.0,0.5,1.2,250.0,252.8,180
2024-05-06T21:19:00,1715010540,30.75,30.0,1006.8,100,False,0.0,1.9,126.0,0.4,1.1,255.2,255.4,152
2024-05-07T00:59:00,1715023740,31.7,30.0,1009.5,95,False,0.0,1.7,111.0,0.4,0.7,239.1,241.7,125
2024-05-07T02:20:00,1715028600,29.75,30.0,1010.1,99,False,0.0,1.9,113.0,0.5,0.9,246.2,245.4,120
2024-05-07T04:58:00,1715038080,27.75,37.0,1009.8,99,False,0.0,2.0,118.0,0.4,1.1,221.0,222.2,128
2024-05-07T07:53:00,1715048580,29.75,30.0,1012.3,100,False,261.0,2.0,136.0,0.4,0.9,255.6,251.6,160
2024-05-07T09:16:00,1715053560,33.75,34.0,1010.3,100,False,318.0,2.2,128.0,0.5,1.0,231.4,236.3,145
2024-05-07T12:43:00,1715065980,39.75,30.0,1007.7,95,False,411.0,2.0,113.0,0.4,1.0,221.2,221.7,113
2024-05-07T14:40:00,1715073000,43.75,33.0,1006.0,98,False,338.0,1.4,113.0,0.4,1.1,236.9,236.3,111
2024-05-07T16:20:00,1715079000,41.349999999999994,30.0,1008.9,96,False,261.0,2.5,125.0,0.4,0.9,234.4,236.7,157
2024-05-07T19:01:00,1715088660,37.7,30.0,1007.1,96,False,57.0,2.7,121.0,0.4,0.9,253.1,248.5,151
2024-05-07T21:29:00,1715097540,35.35,37.0,1010.3,96,False,0.0,1.4,120.0,0.4,1.1,241.3,238.0,113
2024-05-08T00:53:00,1715109780,32.3,40.0,1008.3,97,False,0.0,2.6,129.0,0.5,1.0,250.6,246.4,145
2024-05-08T02:54:00,1715117040,30.3,30.0,1008.0,97,False,4.0,2.4,131.0,0.4,0.7,263.2,265.7,143
2024-05-08T04:29:00,1715122740,28.3,32.0,1013.8,95,False,0.0,2.6,122.0,0.5,1.2,239.5,243.8,137
2024-05-08T07:46:00,1715134560,30.3,33.0,1012.2,95,False,230.0,2.3,132.0,0.6,1.2,239.7,238.1,162
2024-05-08T09:11:00,1715139660,34.3,41.0,1012.6,97,False,317.0,2.8,127.0,0.5,0.9,264.5,265.4,153
2024-05-08T12:53:00,1715152980,40.3,30.0,1010.7,97,False,401.0,1.4,114.0,0.4,0.8,247.0,251.1,112
2024-05-08T14:43:00,1715159580,44.3,30.0,1010.2,100,False,351.0,2.5,129.0,0.4,1.0,234.8,233.2,132
2024-05-08T16:05:00,1715164500,41.95,30.0,1008.6,96,False,270.0,2.0,133.0,0.5,0.8,252.5,254.7,152
2024-05-08T19:18:00,1715176080,38.3,34.0,1011.5,96,False,87.0,2.9,122.0,0.5,1.1,246.4,243.9,171
2024-05-08T21:24:00,1715183640,35.9,39.0,1008.8,96,False,3.0,1.8,126.0,0.4,1.1,228.1,230.5,140
2024-05-09T00:02:00,1715193120,30.8,44.0,1009.7,100,False,2.0,1.7,127.0,0.4,1.0,233.7,237.9,134
2024-05-09T02:54:00,1715203440,28.799999999999997,30.0,1012.4,95,False,7.0,1.8,124.0,0.5,0.8,232.4,229.6,136
2024-05-09T04:46:00,1715210160,26.8,34.0,1014.9,100,False,0.0,2.5,123.0,0.6,0.8,256.4,257.0,161
2024-05-09T07:57:00,1715221620,28.8,32.0,1012.0,100,False,251.0,3.0,141.0,0.5,1.1,279.1,283.5,174
2024-05-09T09:07:00,1715225820,32.8,37.0,1012.5,95,False,312.0,2.8,122.0,0.5,0.8,277.2,277.6,171
2024-05-09T12:27:00,1715237820,38.8,31.0,1008.5,96,False,393.0,1.7,122.0,0.4,0.8,234.8,234.3,139
2024-05-09T14:05:00,1715243700,42.8,30.0,1009.3,96,False,343.0,2.5,131.0,0.5,1.1,247.4,244.3,139
2024-05-09T16:32:00,1715252520,40.400000000000006,36.0,1008.9,99,False,275.0,2.5,129.0,0.4,0.9,264.2,262.8,177
2024-05-09T19:48:00,1715264280,36.8,30.0,1007.7,99,False,88.0,2.6,138.0,0.4,1.2,253.4,249.6,175
2024-05-09T21:45:00,1715271300,34.4,32.0,1011.7,95,False,0.0,2.5,116.0,0.4,1.0,229.9,232.6,142
2024-05-10T00:58:00,1715282880,29.75,30.0,1010.2,98,False,0.0,2.2,109.0,0.5,0.8,229.1,230.8,120
2024-05-10T02:41:00,1715289060,27.799999999999997,30.0,1010.1,100,False,9.0,1.6,125.0,0.5,1.1,213.4,210.3,113
2024-05-10T04:57:00,1715297220,25.799999999999997,30.0,1011.2,95,False,0.0,1.7,111.0,0.3,0.7,211.5,207.8,108
2024-05-10T07:47:00,1715307420,27.75,30.0,1009.7,96,False,237.0,2.2,121.0,0.4,1.2,254.3,250.0,130
2024-05-10T09:03:00,1715311980,31.75,30.0,1010.7,97,False,320.0,2.0,120.0,0.4,1.1,234.0,231.1,120
2024-05-10T12:53:00,1715325780,37.75,30.0,1012.8,95,False,404.0,1.9,115.0,0.5,0.9,219.2,214.8,111
2024-05-10T14:59:00,1715333340,41.8,30.0,1009.3,99,False,346.0,1.9,112.0,0.5,0.7,225.7,227.8,112
2024-05-10T16:34:00,1715339040,39.400000000000006,30.0,1007.2,100,False,272.0,2.5,120.0,0.5,0.7,231.2,229.8,126
2024-05-10T19:35:00,1715349900,35.75,35.0,1011.2,100,False,75.0,1.7,118.0,0.4,0.6,250.4,249.4,135
2024-05-10T21:21:00,1715356260,33.349999999999994,30.0,1008.4,97,False,0.0,1.2,108.0,0.4,0.5,230.5,233.7,96
2024-05-11T00:51:00,1715368860,32.7,31.0,1011.1,97,False,0.0,1.9,118.0,0.5,0.9,262.8,264.0,146
2024-05-11T02:52:00,1715376120,30.700000000000003,39.0,1007.6,95,False,1.0,2.5,127.0,0.5,1.0,261.3,261.1,151
2024-05-11T04:29:00,1715381940,28.65,37.0,1012.5,95,False,0.0,2.1,139.0,0.5,0.8,244.7,245.8,164
2024-05-11T07:15:00,1715391900,30.65,30.0,1009.8,95,False,258.0,2.9,129.0,0.6,1.3,279.2,283.5,178
2024-05-11T09:05:00,1715398500,34.650000000000006,30.0,1013.8,98,False,302.0,2.8,128.0,0.6,1.4,280.9,277.3,191
2024-05-11T12:52:00,1715412120,40.7,35.0,1011.3,97,False,384.0,2.1,123.0,0.5,1.0,245.0,247.9,158
2024-05-11T14:09:00,1715416740,44.7,30.0,1010.6,98,False,327.0,2.0,127.0,0.4,0.7,245.1,243.6,140
2024-05-11T16:02:00,1715423520,42.25,30.0,1010.5,96,False,261.0,2.5,137.0,0.4,1.2,262.2,259.5,173
2024-05-11T19:27:00,1715435820,38.7,32.0,1010.1,95,False,71.0,2.4,135.0,0.4,1.0,265.9,269.5,180
2024-05-11T21:16:00,1715442360,36.3,30.0,1005.7,95,False,6.0,2.0,137.0,0.5,1.0,247.4,251.6,153
2024-05-12T00:44:00,1715454840,30.45,35.0,1012.0,100,False,16.0,2.2,117.0,0.5,1.0,230.9,234.2,144
2024-05-12T02:20:00,1715460600,28.45,36.0,1010.5,95,False,0.0,2.7,124.0,0.4,0.9,239.0,242.2,156
2024-05-12T04:09:00,1715467140,26.450000000000003,30.0,1012.2,100,False,0.0,2.5,126.0,0.4,0.7,251.7,252.2,140
2024-05-12T07:45:00,1715480100,28.450000000000003,30.0,1013.3,96,False,264.0,3.0,137.0,0.5,0.9,267.4,266.2,178
2024-05-12T09:55:00,1715487900,32.45,30.0,1008.4,95,False,302.0,2.2,134.0,0.5,1.2,279.6,278.4,172
2024-05-12T12:59:00,1715498940,38.45,30.0,1007.6,96,False,410.0,2.3,112.0,0.3,0.8,244.9,247.9,125
2024-05-12T14:51:00,1715505660,42.45,30.0,1011.0,98,False,322.0,2.3,117.0,0.5,0.9,233.4,234.9,148
2024-05-12T16:38:00,1715512080,40.05,30.0,1008.7,95,False,268.0,2.3,143.0,0.5,1.0,246.7,242.8,179
2024-05-12T19:16:00,1715521560,36.45,30.0,1010.9,96,False,91.0,2.8,140.0,0.4,1.3,250.7,250.5,174
2024-05-12T21:01:00,1715527860,34.05,30.0,1006.9,99,False,0.0,2.0,118.0,0.5,1.0,252.4,256.8,144
2024-05-13T00:15:00,1715539500,29.799999999999997,30.0,1006.5,100,False,15.0,1.8,121.0,0.5,0.7,213.3,216.5,111
2024-05-13T02:40:00,1715548200,27.799999999999997,38.0,1008.2,99,False,13.0,2.0,116.0,0.5,0.9,241.7,243.1,127
2024-05-13T04:02:00,1715553120,25.799999999999997,38.0,1012.7,99,False,13.0,2.1,108.0,0.4,0.9,211.7,211.7,113
2024-05-13T07:31:00,1715565660,27.8,33.0,1010.5,97,False,244.0,2.3,114.0,0.4,0.8,250.1,254.3,130
2024-05-13T09:10:00,1715571600,31.8,40.0,1012.0,98,False,291.0,2.3,114.0,0.4,1.0,254.8,256.3,130
2024-05-13T12:23:00,1715583180,37.8,30.0,1013.9,100,False,413.0,1.7,108.0,0.5,0.8,214.3,211.6,96
2024-05-13T14:17:00,1715590020,41.8,30.0,1009.4,96,False,350.0,1.6,117.0,0.4,0.7,243.1,246.1,112
2024-05-13T16:30:00,1715598000,39.4,30.0,1009.0,98,False,269.0,2.5,130.0,0.3,0.7,227.4,227.4,136
2024-05-13T19:35:00,1715609100,35.8,39.0,1008.1,96,False,88.0,1.9,126.0,0.5,1.0,250.4,254.7,144
2024-05-13T21:19:00,1715615340,33.400000000000006,30.0,1009.3,95,False,17.0,1.5,122.0,0.4,1.0,231.2,235.7,105
2024-05-14T00:38:00,1715627280,30.55,43.0,1009.1,69,True,3.0,1.4,119.0,0.3,0.6,214.1,215.0,106
2024-05-14T02:51:00,1715635260,28.55,39.0,1014.4,95,False,13.0,2.2,115.0,0.4,0.8,219.5,221.1,120
2024-05-14T04:18:00,1715640480,26.6,32.0,1010.9,96,False,0.0,1.3,122.0,0.5,0.8,221.2,216.7,108
2024-05-14T07:12:00,1715650920,28.6,41.0,1011.9,99,False,264.0,2.5,120.0,0.4,0.6,243.0,240.6,125
2024-05-14T09:46:00,1715660160,32.55,30.0,1012.6,93,False,290.0,2.0,114.0,0.4,1.2,236.5,234.5,136
2024-05-14T12:11:00,1715668860,38.55,30.0,1008.2,63,True,137.0,1.4,107.0,0.4,0.9,240.4,235.5,100
2024-05-14T14:27:00,1715677020,42.6,31.0,1010.2,19,True,130.0,1.7,117.0,0.4,1.0,244.0,248.9,101
2024-05-14T16:09:00,1715683140,40.2,36.0,1008.9,68,True,180.0,2.5,111.0,0.4,1.2,253.8,255.1,130
2024-05-14T19:02:00,1715693520,36.599999999999994,30.0,1010.7,93,False,71.0,2.4,120.0,0.4,0.7,241.7,242.3,131
2024-05-14T21:54:00,1715703840,34.2,38.0,1009.7,95,False,7.0,1.7,110.0,0.4,0.6,220.7,216.1,97
2024-05-15T00:26:00,1715712960,28.4,37.0,1011.3,99,False,0.0,2.1,122.0,0.4,0.7,252.9,249.2,147
